,ans(1000),ans(100),ans(10),ans(1),+/-
29444,0,7,3,5,0
29445,1,4,3,3,0
29446,1,0,6,6,0
29447,1,0,3,5,0
29448,0,8,1,8,0
29449,0,9,2,1,0
29450,0,2,4,3,0
29451,1,5,5,9,0
29452,0,9,7,3,0
29453,0,1,7,1,0
29454,0,9,9,3,0
29455,1,7,7,5,0
29456,0,3,9,9,0
29457,1,4,4,7,0
29458,1,3,7,2,0
29459,0,8,3,1,0
29460,1,5,2,1,0
29461,0,5,1,9,0
29462,0,8,7,9,0
29463,0,9,0,0,0
29464,1,1,5,7,0
29465,0,6,8,9,0
29466,0,6,9,3,0
29467,0,7,1,5,0
29468,1,0,3,8,0
29469,1,5,2,1,0
29470,0,4,6,2,0
29471,1,2,7,8,0
29472,0,7,9,0,0
29473,1,3,6,8,0
29474,0,4,3,1,0
29475,0,8,6,4,0
29476,1,3,0,7,0
29477,1,1,4,7,0
29478,0,3,3,2,0
29479,1,2,2,6,0
29480,0,8,7,9,0
29481,0,7,4,1,0
29482,0,2,1,7,0
29483,0,7,1,2,0
29484,1,0,0,3,0
29485,1,2,5,6,0
29486,1,7,2,9,0
29487,1,4,5,0,0
29488,0,8,6,6,0
29489,1,1,9,1,0
29490,0,5,4,0,0
29491,0,6,1,7,0
29492,0,4,1,4,0
29493,1,0,7,9,0
29494,0,8,1,1,0
29495,1,7,4,3,0
29496,1,6,1,8,0
29497,1,3,9,2,0
29498,1,0,6,4,0
29499,1,5,7,0,0
29500,0,3,1,1,0
29501,1,2,8,9,0
29502,0,8,1,2,0
29503,1,7,3,9,0
29504,0,7,6,4,0
29505,1,1,5,9,0
29506,1,9,5,6,0
29507,0,5,7,0,0
29508,1,1,3,3,0
29509,0,3,7,0,0
29510,1,3,6,1,0
29511,1,5,4,4,0
29512,0,6,7,5,0
29513,0,9,1,5,0
29514,0,9,0,2,0
29515,1,0,4,2,0
29516,0,7,9,9,0
29517,1,0,8,1,0
29518,1,5,2,8,0
29519,0,5,5,7,0
29520,1,0,2,6,0
29521,1,6,5,7,0
29522,1,5,5,5,0
29523,0,7,4,5,0
29524,1,6,1,4,0
29525,1,2,4,0,0
29526,0,4,5,1,0
29527,1,0,9,4,0
29528,1,7,2,8,0
29529,0,8,7,6,0
29530,0,9,5,7,0
29531,1,4,4,6,0
29532,0,4,6,4,0
29533,0,6,3,9,0
29534,0,9,9,0,0
29535,0,9,3,3,0
29536,0,6,2,1,0
29537,0,6,2,6,0
29538,0,9,0,6,0
29539,1,2,5,7,0
29540,0,9,2,1,0
29541,0,3,5,7,0
29542,1,3,3,7,0
29543,1,1,1,8,0
29544,1,3,2,2,0
29545,0,8,3,8,0
29546,1,1,9,2,0
29547,1,4,5,8,0
29548,1,4,8,4,0
29549,0,2,6,2,0
29550,1,6,1,9,0
29551,0,5,3,5,0
29552,0,9,2,9,0
29553,1,1,2,1,0
29554,0,8,1,6,0
29555,0,2,1,5,0
29556,0,5,1,0,0
29557,1,1,3,4,0
29558,1,6,8,1,0
29559,0,5,3,3,0
29560,0,6,9,1,0
29561,1,3,7,3,0
29562,1,6,0,6,0
29563,0,8,4,5,0
29564,0,9,4,4,0
29565,1,1,5,6,0
29566,0,9,9,6,0
29567,1,3,0,8,0
29568,1,5,1,5,0
29569,1,1,8,2,0
29570,0,7,6,2,0
29571,0,8,2,7,0
29572,0,9,0,3,0
29573,0,2,6,8,0
29574,0,3,1,4,0
29575,1,3,4,5,0
29576,0,8,9,7,0
29577,1,1,7,1,0
29578,1,0,1,6,0
29579,1,0,1,3,0
29580,1,6,4,1,0
29581,0,4,3,5,0
29582,0,6,9,9,0
29583,0,4,3,8,0
29584,0,7,2,4,0
29585,0,8,8,0,0
29586,0,3,7,8,0
29587,1,8,1,9,0
29588,0,6,5,3,0
29589,1,2,1,0,0
29590,0,2,7,2,0
29591,0,8,1,0,0
29592,1,0,2,5,0
29593,1,0,7,3,0
29594,0,9,4,2,0
29595,0,9,7,7,0
29596,1,5,4,1,0
29597,1,3,9,8,0
29598,0,3,6,3,0
29599,0,3,9,3,0
29600,0,4,6,9,0
29601,1,0,7,4,0
29602,0,8,6,3,0
29603,1,0,1,4,0
29604,1,7,3,2,0
29605,1,6,0,8,0
29606,1,4,3,4,0
29607,1,5,7,2,0
29608,1,4,1,9,0
29609,0,8,8,7,0
29610,1,0,8,6,0
29611,1,1,9,3,0
29612,0,0,6,7,0
29613,1,0,9,3,0
29614,0,6,7,7,0
29615,1,0,6,9,0
29616,0,1,3,3,0
29617,1,2,1,3,0
29618,1,0,7,8,0
29619,1,5,8,4,0
29620,1,4,7,1,0
29621,0,5,3,5,0
29622,0,8,2,3,0
29623,1,3,0,4,0
29624,1,1,2,6,0
29625,1,1,1,4,0
29626,1,0,3,6,0
29627,0,7,7,4,0
29628,0,4,1,1,0
29629,0,5,6,3,0
29630,0,5,0,9,0
29631,1,0,4,1,0
29632,0,8,4,6,0
29633,0,6,2,8,0
29634,1,3,2,1,0
29635,0,7,5,1,0
29636,1,3,9,1,0
29637,0,8,0,0,0
29638,1,1,2,9,0
29639,1,2,9,6,0
29640,1,0,4,0,0
29641,0,5,1,9,0
29642,0,7,2,9,0
29643,0,4,0,1,0
29644,1,3,0,4,0
29645,0,4,7,4,0
29646,1,1,7,9,0
29647,0,6,4,3,0
29648,1,1,4,2,0
29649,0,7,6,4,0
29650,0,5,2,8,0
29651,0,4,6,1,0
29652,1,8,3,9,0
29653,1,7,5,3,0
29654,1,0,0,0,0
29655,0,6,5,8,0
29656,1,4,8,9,0
29657,0,4,0,7,0
29658,0,8,8,6,0
29659,1,1,7,2,0
29660,0,4,2,6,0
29661,0,1,9,6,0
29662,0,9,0,1,0
29663,0,5,1,3,0
29664,0,2,1,1,0
29665,1,2,1,5,0
29666,0,9,2,2,0
29667,1,5,7,3,0
29668,0,5,3,7,0
29669,1,0,5,3,0
29670,0,6,7,9,0
29671,0,6,0,6,0
29672,1,7,0,3,0
29673,1,0,6,2,0
29674,0,3,1,1,0
29675,0,6,0,9,0
29676,0,4,9,9,0
29677,0,8,0,1,0
29678,0,3,3,2,0
29679,0,2,1,8,0
29680,0,7,7,2,0
29681,0,8,5,0,0
29682,1,4,2,8,0
29683,0,6,1,0,0
29684,0,8,6,8,0
29685,1,8,0,5,0
29686,1,1,8,5,0
29687,0,5,9,8,0
29688,1,3,4,0,0
29689,1,3,5,5,0
29690,0,9,0,2,0
29691,1,4,2,6,0
29692,1,1,2,2,0
29693,1,3,1,2,0
29694,1,5,4,8,0
29695,1,1,3,0,0
29696,0,8,0,0,0
29697,0,7,1,4,0
29698,0,9,1,2,0
29699,0,9,3,4,0
29700,1,1,0,0,0
29701,1,7,0,8,0
29702,0,8,2,4,0
29703,1,7,1,2,0
29704,0,9,0,5,0
29705,1,6,3,5,0
29706,1,6,4,2,0
29707,0,9,8,1,0
29708,0,6,2,9,0
29709,1,1,4,3,0
29710,0,8,5,6,0
29711,1,0,0,4,0
29712,1,1,9,0,0
29713,1,4,3,0,0
29714,1,7,2,3,0
29715,1,3,0,3,0
29716,0,8,2,8,0
29717,0,8,8,4,0
29718,1,7,5,7,0
29719,1,0,1,2,0
29720,1,1,2,9,0
29721,1,0,1,4,0
29722,1,4,4,5,0
29723,1,1,2,3,0
29724,0,7,7,4,0
29725,0,6,7,9,0
29726,1,0,8,0,0
29727,1,3,0,5,0
29728,0,4,7,4,0
29729,1,0,0,5,0
29730,0,9,9,3,0
29731,0,9,8,6,0
29732,0,8,4,9,0
29733,1,3,9,8,0
29734,0,6,3,2,0
29735,0,7,6,9,0
29736,0,7,9,3,0
29737,1,4,2,1,0
29738,0,6,9,0,0
29739,0,4,8,2,0
29740,0,8,9,5,0
29741,1,1,0,1,0
29742,0,7,1,4,0
29743,1,4,3,3,0
29744,0,8,5,4,0
29745,0,0,4,7,0
29746,1,3,7,1,0
29747,1,4,7,4,0
29748,1,5,7,5,0
29749,1,1,3,2,0
29750,1,1,1,5,0
29751,0,8,9,2,0
29752,1,1,9,4,0
29753,0,4,9,1,0
29754,1,2,4,4,0
29755,1,0,9,1,0
29756,0,7,5,4,0
29757,1,1,2,5,0
29758,1,6,5,4,0
29759,0,6,7,6,0
29760,0,9,7,4,0
29761,1,2,8,2,0
29762,1,5,2,7,0
29763,0,8,5,7,0
29764,0,9,6,0,0
29765,0,5,1,3,0
29766,1,4,0,5,0
29767,0,7,7,8,0
29768,0,8,4,7,0
29769,1,2,4,3,0
29770,1,3,7,8,0
29771,1,9,3,2,0
29772,0,6,6,6,0
29773,1,0,2,0,0
29774,0,4,9,7,0
29775,0,8,1,3,0
29776,0,6,7,6,0
29777,0,9,0,2,0
29778,1,3,3,3,0
29779,1,4,3,1,0
29780,0,9,9,9,0
29781,0,8,7,4,0
29782,0,5,6,3,0
29783,0,9,3,5,0
29784,0,6,5,7,0
29785,1,7,1,4,0
29786,1,2,0,8,0
29787,1,7,1,2,0
29788,1,1,9,7,0
29789,0,3,1,0,0
29790,1,2,5,0,0
29791,1,9,5,1,0
29792,0,7,7,2,0
29793,1,2,5,7,0
29794,0,9,5,4,0
29795,0,6,8,2,0
29796,0,9,7,7,0
29797,0,5,6,1,0
29798,0,4,0,9,0
29799,1,0,8,5,0
29800,1,3,1,3,0
29801,1,3,0,8,0
29802,1,3,9,6,0
29803,1,1,4,1,0
29804,0,5,0,0,0
29805,0,5,9,0,0
29806,1,0,7,6,0
29807,0,4,7,9,0
29808,0,6,9,6,0
29809,0,6,5,5,0
29810,1,2,6,6,0
29811,0,5,2,6,0
29812,0,0,8,7,0
29813,1,3,4,8,0
29814,1,5,7,2,0
29815,1,6,0,3,0
29816,0,3,2,6,0
29817,1,0,8,8,0
29818,1,0,8,1,0
29819,0,9,3,8,0
29820,0,5,9,2,0
29821,0,6,5,4,0
29822,0,9,5,7,0
29823,1,1,4,5,0
29824,1,0,0,2,0
29825,1,1,4,3,0
29826,0,9,2,3,0
29827,1,4,0,2,0
29828,0,8,6,6,0
29829,0,7,7,6,0
29830,0,3,5,6,0
29831,0,9,3,1,0
29832,0,9,4,9,0
29833,1,5,6,5,0
29834,0,9,4,2,0
29835,1,4,3,5,0
29836,0,3,2,7,0
29837,1,1,7,8,0
29838,1,3,5,5,0
29839,0,6,9,9,0
29840,0,9,9,7,0
29841,0,2,8,8,0
29842,0,9,7,3,0
29843,0,4,9,0,0
29844,0,9,1,3,0
29845,0,3,5,0,0
29846,1,7,1,8,0
29847,1,3,9,9,0
29848,0,7,6,1,0
29849,1,3,5,9,0
29850,1,1,2,5,0
29851,1,1,9,2,0
29852,0,5,7,3,0
29853,1,2,4,7,0
29854,1,4,4,7,0
29855,0,3,7,6,0
29856,1,5,5,7,0
29857,0,6,9,8,0
29858,1,0,9,0,0
29859,0,7,1,4,0
29860,0,7,8,2,0
29861,0,9,1,1,0
29862,0,2,0,6,0
29863,0,8,0,2,0
29864,0,3,1,0,0
29865,1,1,0,7,0
29866,1,7,0,7,0
29867,1,0,1,7,0
29868,0,0,8,3,0
29869,1,1,9,4,0
29870,0,5,8,8,0
29871,0,8,4,1,0
29872,1,4,2,5,0
29873,0,6,3,0,0
29874,1,6,4,2,0
29875,0,4,6,3,0
29876,0,8,4,7,0
29877,1,2,3,4,0
29878,0,9,0,4,0
29879,1,0,8,7,0
29880,1,0,4,4,0
29881,1,2,0,5,0
29882,0,5,7,3,0
29883,1,2,8,0,0
29884,1,7,1,6,0
29885,0,6,5,4,0
29886,1,8,1,7,0
29887,1,2,0,4,0
29888,0,8,0,4,0
29889,0,7,0,9,0
29890,0,9,7,6,0
29891,0,5,5,7,0
29892,1,2,5,0,0
29893,1,6,6,7,0
29894,1,3,3,1,0
29895,1,4,4,9,0
29896,1,5,2,7,0
29897,0,7,3,0,0
29898,1,2,8,5,0
29899,0,9,3,4,0
29900,0,4,1,2,0
29901,1,6,3,1,0
29902,0,7,5,9,0
29903,1,0,0,9,0
29904,0,7,0,1,0
29905,0,7,9,2,0
29906,1,2,6,6,0
29907,0,7,4,2,0
29908,0,9,8,3,0
29909,0,7,5,3,0
29910,1,2,9,5,0
29911,0,6,0,1,0
29912,0,1,4,3,0
29913,0,8,2,6,0
29914,0,9,8,5,0
29915,1,1,3,3,0
29916,1,8,1,9,0
29917,0,9,7,3,0
29918,1,3,3,5,0
29919,0,9,7,8,0
29920,1,2,9,2,0
29921,0,9,9,1,0
29922,1,3,5,4,0
29923,0,6,8,4,0
29924,0,8,3,8,0
29925,1,8,4,6,0
29926,0,8,8,5,0
29927,1,6,3,9,0
29928,0,9,2,0,0
29929,1,3,2,1,0
29930,1,2,0,7,0
29931,1,2,1,1,0
29932,1,2,0,2,0
29933,0,9,9,7,0
29934,1,0,0,5,0
29935,1,3,5,4,0
29936,0,1,9,9,0
29937,0,8,6,5,0
29938,0,3,4,6,0
29939,0,6,1,2,0
29940,0,4,9,1,0
29941,1,2,3,9,0
29942,1,1,0,0,0
29943,0,6,9,4,0
29944,0,9,8,7,0
29945,1,6,3,8,0
29946,1,1,9,7,0
29947,1,4,8,6,0
29948,0,6,2,5,0
29949,0,8,6,3,0
29950,0,7,0,7,0
29951,0,8,3,4,0
29952,0,9,2,7,0
29953,0,8,1,8,0
29954,1,6,3,6,0
29955,1,6,1,7,0
29956,0,9,7,5,0
29957,1,0,5,6,0
29958,1,5,8,9,0
29959,0,4,1,3,0
29960,1,1,0,5,0
29961,0,4,2,6,0
29962,1,0,5,4,0
29963,1,5,4,3,0
29964,0,9,0,0,0
29965,1,2,3,7,0
29966,1,4,4,9,0
29967,1,3,9,0,0
29968,0,7,8,2,0
29969,0,6,4,7,0
29970,1,0,6,8,0
29971,1,0,1,4,0
29972,0,8,2,2,0
29973,0,8,7,7,0
29974,0,7,1,7,0
29975,0,9,6,8,0
29976,0,3,8,4,0
29977,1,8,9,2,0
29978,0,7,4,6,0
29979,0,7,2,1,0
29980,0,9,5,0,0
29981,0,5,1,3,0
29982,0,3,2,3,0
29983,1,3,9,5,0
29984,1,1,1,4,0
29985,0,8,0,5,0
29986,1,0,4,9,0
29987,1,0,7,2,0
29988,1,3,2,9,0
29989,0,9,1,7,0
29990,1,2,1,0,0
29991,0,3,0,9,0
29992,1,1,3,8,0
29993,1,2,3,8,0
29994,0,8,8,6,0
29995,0,2,6,3,0
29996,0,8,2,3,0
29997,1,5,4,7,0
29998,0,1,9,0,0
29999,1,1,2,8,0
30000,1,1,9,5,0
30001,1,1,3,9,0
30002,1,2,8,7,0
30003,1,1,2,9,0
30004,0,7,1,7,0
30005,1,4,1,7,0
30006,1,0,0,8,0
30007,0,5,1,6,0
30008,0,4,6,9,0
30009,1,4,6,4,0
30010,0,9,5,3,0
30011,0,6,1,5,0
30012,0,8,1,3,0
30013,0,4,6,6,0
30014,0,4,1,7,0
30015,0,9,7,6,0
30016,1,1,9,7,0
30017,1,4,8,8,0
30018,0,5,4,2,0
30019,1,2,1,5,0
30020,1,4,1,5,0
30021,1,0,3,4,0
30022,1,1,2,7,0
30023,1,0,0,4,0
30024,1,1,4,5,0
30025,1,0,5,6,0
30026,0,6,0,7,0
30027,0,8,3,7,0
30028,0,4,7,3,0
30029,0,3,9,6,0
30030,1,4,0,3,0
30031,1,3,0,9,0
30032,1,2,1,0,0
30033,0,8,1,6,0
30034,1,4,1,8,0
30035,0,9,1,0,0
30036,1,1,5,5,0
30037,0,8,3,9,0
30038,1,5,6,9,0
30039,1,1,4,0,0
30040,1,0,8,4,0
30041,0,9,0,5,0
30042,1,1,2,2,0
30043,0,8,2,2,0
30044,1,1,3,5,0
30045,0,2,3,9,0
30046,1,1,8,5,0
30047,0,7,8,3,0
30048,1,5,8,1,0
30049,0,8,3,1,0
30050,0,4,2,1,0
30051,0,9,5,5,0
30052,1,1,2,1,0
30053,1,0,7,5,0
30054,0,8,5,8,0
30055,1,0,4,3,0
30056,1,5,6,9,0
30057,1,1,5,7,0
30058,1,4,2,5,0
30059,1,2,5,1,0
30060,1,6,6,5,0
30061,0,9,5,8,0
30062,1,1,5,8,0
30063,0,9,8,3,0
30064,0,4,8,4,0
30065,0,7,8,9,0
30066,1,1,4,4,0
30067,0,4,6,3,0
30068,0,8,6,2,0
30069,0,9,4,2,0
30070,1,5,9,8,0
30071,1,1,8,4,0
30072,1,0,3,5,0
30073,1,7,0,6,0
30074,1,3,6,0,0
30075,0,9,1,4,0
30076,0,8,9,8,0
30077,1,3,2,7,0
30078,1,0,4,4,0
30079,0,9,7,8,0
30080,0,3,1,7,0
30081,1,2,2,5,0
30082,1,0,3,1,0
30083,1,0,2,2,0
30084,0,9,8,7,0
30085,1,5,5,6,0
30086,0,6,8,6,0
30087,1,7,5,3,0
30088,0,6,6,0,0
30089,0,4,8,8,0
30090,0,0,4,2,0
30091,0,9,5,0,0
30092,1,7,0,6,0
30093,1,1,0,4,0
30094,0,8,9,8,0
30095,1,6,1,0,0
30096,0,5,3,4,0
30097,0,9,7,4,0
30098,1,2,5,1,0
30099,1,5,4,7,0
30100,0,7,9,9,0
30101,0,9,2,6,0
30102,0,9,5,4,0
30103,1,6,8,5,0
30104,0,5,7,9,0
30105,1,6,4,6,0
30106,0,7,4,7,0
30107,0,7,0,4,0
30108,0,8,9,6,0
30109,0,9,8,8,0
30110,1,5,1,2,0
30111,0,7,5,9,0
30112,0,7,0,0,0
30113,0,8,6,3,0
30114,0,7,6,5,0
30115,0,8,5,1,0
30116,1,0,6,2,0
30117,0,3,6,2,0
30118,0,9,5,0,0
30119,0,5,0,0,0
30120,0,5,1,9,0
30121,1,0,1,8,0
30122,0,7,0,7,0
30123,1,9,2,0,0
30124,1,4,3,2,0
30125,1,1,3,3,0
30126,0,7,9,3,0
30127,0,9,3,6,0
30128,0,9,0,9,0
30129,0,5,6,8,0
30130,1,6,8,4,0
30131,1,3,0,3,0
30132,1,6,0,7,0
30133,0,3,6,7,0
30134,1,0,3,1,0
30135,1,1,0,7,0
30136,0,1,9,8,0
30137,0,5,3,6,0
30138,1,4,6,5,0
30139,0,4,6,6,0
30140,1,0,2,6,0
30141,0,5,8,5,0
30142,1,2,2,4,0
30143,0,8,6,0,0
30144,0,7,7,0,0
30145,0,5,5,5,0
30146,0,6,2,9,0
30147,0,5,0,1,0
30148,1,5,2,3,0
30149,0,4,8,0,0
30150,0,5,7,3,0
30151,1,0,4,8,0
30152,1,2,9,9,0
30153,0,8,9,5,0
30154,0,7,1,5,0
30155,0,9,9,5,0
30156,0,7,6,6,0
30157,0,9,4,3,0
30158,1,4,9,3,0
30159,0,4,6,0,0
30160,1,1,4,4,0
30161,0,6,8,8,0
30162,1,5,9,8,0
30163,0,4,6,9,0
30164,0,8,0,3,0
30165,1,4,7,4,0
30166,0,7,6,5,0
30167,1,5,1,4,0
30168,1,3,7,5,0
30169,1,6,9,4,0
30170,1,6,0,8,0
30171,0,9,5,6,0
30172,0,6,9,4,0
30173,0,9,9,3,0
30174,0,8,2,1,0
30175,1,2,2,9,0
30176,1,4,9,9,0
30177,0,2,8,8,0
30178,0,6,6,1,0
30179,0,5,7,3,0
30180,1,4,3,9,0
30181,1,0,3,5,0
30182,0,5,7,4,0
30183,1,1,1,7,0
30184,1,4,2,1,0
30185,1,4,9,7,0
30186,0,7,7,1,0
30187,0,4,9,1,0
30188,1,7,0,3,0
30189,0,6,5,8,0
30190,1,1,0,0,0
30191,1,5,6,9,0
30192,0,5,2,5,0
30193,1,2,3,7,0
30194,1,0,8,2,0
30195,1,7,0,6,0
30196,0,1,8,6,0
30197,0,7,3,2,0
30198,1,1,1,9,0
30199,1,4,1,1,0
30200,0,5,3,4,0
30201,0,4,2,1,0
30202,1,4,1,0,0
30203,1,8,0,6,0
30204,0,8,9,4,0
30205,1,5,6,4,0
30206,1,5,4,9,0
30207,0,1,1,7,0
30208,0,0,9,5,0
30209,1,5,1,8,0
30210,1,6,5,1,0
30211,0,7,0,7,0
30212,1,7,9,4,0
30213,1,3,5,9,0
30214,0,6,8,9,0
30215,0,5,7,2,0
30216,1,4,4,0,0
30217,0,3,8,7,0
30218,1,8,2,0,0
30219,1,2,5,6,0
30220,1,2,7,6,0
30221,0,5,1,7,0
30222,0,2,8,0,0
30223,0,8,7,8,0
30224,0,6,4,9,0
30225,1,2,6,1,0
30226,1,6,6,0,0
30227,0,4,5,2,0
30228,1,7,2,2,0
30229,1,1,6,1,0
30230,0,6,5,5,0
30231,0,9,1,0,0
30232,1,4,6,5,0
30233,0,3,0,4,0
30234,1,1,4,3,0
30235,0,7,8,8,0
30236,0,7,6,7,0
30237,0,6,1,9,0
30238,0,8,5,2,0
30239,1,0,6,9,0
30240,1,9,0,4,0
30241,0,7,2,4,0
30242,0,8,9,1,0
30243,0,8,9,2,0
30244,0,9,3,0,0
30245,1,3,6,6,0
30246,0,8,8,0,0
30247,1,1,5,0,0
30248,1,5,5,7,0
30249,1,0,7,6,0
30250,0,3,4,7,0
30251,1,0,6,5,0
30252,0,8,0,5,0
30253,0,9,2,6,0
30254,0,9,4,4,0
30255,1,3,1,9,0
30256,0,9,4,8,0
30257,1,5,8,1,0
30258,0,7,4,6,0
30259,0,9,2,3,0
30260,1,3,0,8,0
30261,0,2,1,0,0
30262,1,2,8,7,0
30263,1,2,9,2,0
30264,1,1,7,8,0
30265,0,6,5,8,0
30266,1,0,1,9,0
30267,1,5,3,7,0
30268,0,7,8,9,0
30269,1,2,1,7,0
30270,1,2,2,8,0
30271,1,6,9,3,0
30272,1,0,7,1,0
30273,1,1,4,0,0
30274,0,7,2,9,0
30275,0,7,7,2,0
30276,1,5,0,0,0
30277,0,5,4,0,0
30278,1,0,8,7,0
30279,1,4,5,7,0
30280,1,3,6,3,0
30281,1,6,3,2,0
30282,0,9,2,1,0
30283,0,7,5,2,0
30284,0,8,7,4,0
30285,1,0,0,8,0
30286,0,3,8,0,0
30287,0,8,7,7,0
30288,1,1,1,0,0
30289,1,0,2,7,0
30290,0,3,0,6,0
30291,1,7,5,7,0
30292,0,9,5,3,0
30293,1,1,2,6,0
30294,1,5,3,6,0
30295,0,9,2,2,0
30296,1,1,2,4,0
30297,1,1,3,1,0
30298,0,7,9,4,0
30299,1,4,1,7,0
30300,1,3,1,6,0
30301,1,5,0,4,0
30302,1,0,2,9,0
30303,0,6,4,0,0
30304,0,9,1,9,0
30305,1,7,3,1,0
30306,1,0,0,9,0
30307,0,9,7,5,0
30308,0,5,2,4,0
30309,1,7,2,1,0
30310,1,0,3,0,0
30311,1,1,2,1,0
30312,0,6,3,0,0
30313,1,1,1,4,0
30314,0,9,6,0,0
30315,1,3,4,7,0
30316,1,8,3,5,0
30317,1,7,3,9,0
30318,1,0,9,1,0
30319,1,2,9,8,0
30320,1,0,0,3,0
30321,0,4,7,2,0
30322,0,6,6,1,0
30323,0,1,5,8,0
30324,0,6,8,0,0
30325,1,3,8,0,0
30326,1,7,6,1,0
30327,1,1,9,8,0
30328,1,5,5,6,0
30329,1,2,1,3,0
30330,1,1,9,7,0
30331,0,7,2,5,0
30332,1,1,2,8,0
30333,0,3,2,8,0
30334,1,0,8,6,0
30335,0,6,3,7,0
30336,1,0,8,9,0
30337,0,9,7,1,0
30338,1,3,9,9,0
30339,1,6,6,0,0
30340,0,8,9,8,0
30341,0,9,2,4,0
30342,0,5,1,5,0
30343,0,1,3,9,0
30344,1,3,7,2,0
30345,0,6,7,7,0
30346,1,4,5,3,0
30347,1,5,2,8,0
30348,1,6,7,5,0
30349,0,9,0,6,0
30350,1,0,6,1,0
30351,0,5,5,3,0
30352,0,8,9,0,0
30353,0,4,7,8,0
30354,0,5,6,5,0
30355,1,7,7,5,0
30356,0,7,8,4,0
30357,0,8,9,5,0
30358,1,5,2,7,0
30359,1,2,9,3,0
30360,0,5,5,4,0
30361,1,3,7,9,0
30362,0,9,4,0,0
30363,1,1,0,6,0
30364,0,7,6,5,0
30365,0,9,6,7,0
30366,1,4,0,3,0
30367,1,7,2,9,0
30368,0,6,6,6,0
30369,1,0,1,6,0
30370,1,0,2,8,0
30371,1,2,2,1,0
30372,0,5,4,3,0
30373,1,0,7,6,0
30374,1,6,9,1,0
30375,0,6,1,7,0
30376,1,1,0,8,0
30377,0,7,7,8,0
30378,1,3,9,2,0
30379,1,5,9,2,0
30380,0,8,5,8,0
30381,0,6,9,0,0
30382,1,1,3,7,0
30383,1,2,6,1,0
30384,0,8,0,0,0
30385,0,3,0,5,0
30386,1,1,8,7,0
30387,0,5,2,2,0
30388,0,9,3,1,0
30389,1,4,8,4,0
30390,1,0,5,0,0
30391,1,0,4,4,0
30392,0,6,6,2,0
30393,1,3,7,7,0
30394,0,5,1,2,0
30395,1,0,5,4,0
30396,0,7,3,1,0
30397,0,5,4,7,0
30398,1,8,8,1,0
30399,1,5,9,6,0
30400,1,4,5,5,0
30401,0,4,5,4,0
30402,1,0,8,0,0
30403,0,8,9,3,0
30404,0,7,3,3,0
30405,1,1,3,4,0
30406,0,5,5,4,0
30407,1,5,0,0,0
30408,1,0,6,3,0
30409,0,8,9,2,0
30410,1,1,3,1,0
30411,1,2,4,6,0
30412,0,9,5,8,0
30413,0,6,2,5,0
30414,1,1,4,2,0
30415,0,6,1,8,0
30416,1,0,8,4,0
30417,0,6,5,0,0
30418,0,6,8,3,0
30419,0,8,7,2,0
30420,0,5,3,6,0
30421,1,6,5,5,0
30422,0,3,0,7,0
30423,0,5,1,3,0
30424,1,2,3,2,0
30425,0,6,4,3,0
30426,0,9,4,2,0
30427,1,4,1,8,0
30428,1,0,2,5,0
30429,1,7,4,5,0
30430,0,8,7,5,0
30431,0,8,7,8,0
30432,1,7,7,5,0
30433,1,5,7,8,0
30434,0,5,9,1,0
30435,0,2,2,9,0
30436,1,3,8,2,0
30437,1,4,1,4,0
30438,0,6,9,2,0
30439,1,0,0,9,0
30440,1,5,7,2,0
30441,1,7,9,2,0
30442,1,2,1,7,0
30443,1,7,8,4,0
30444,0,5,2,1,0
30445,0,5,8,7,0
30446,1,0,4,4,0
30447,0,5,0,5,0
30448,1,0,4,7,0
30449,0,4,0,4,0
30450,0,7,9,5,0
30451,0,5,8,3,0
30452,1,2,4,5,0
30453,0,8,9,4,0
30454,0,8,6,0,0
30455,1,0,5,1,0
30456,0,4,6,0,0
30457,0,4,5,8,0
30458,1,0,9,8,0
30459,1,0,3,2,0
30460,0,8,8,3,0
30461,1,2,8,3,0
30462,0,1,8,7,0
30463,1,6,7,4,0
30464,0,7,2,4,0
30465,1,5,6,9,0
30466,1,0,7,7,0
30467,1,1,2,4,0
30468,0,9,1,2,0
30469,1,4,8,0,0
30470,1,4,1,0,0
30471,1,1,1,1,0
30472,1,1,8,3,0
30473,0,9,3,2,0
30474,0,6,4,5,0
30475,0,7,4,4,0
30476,0,4,3,4,0
30477,0,5,9,6,0
30478,0,2,0,8,0
30479,1,0,5,0,0
30480,1,0,5,0,0
30481,1,8,7,8,0
30482,1,3,5,9,0
30483,1,1,4,4,0
30484,1,3,8,5,0
30485,0,5,5,8,0
30486,1,3,6,5,0
30487,0,8,1,6,0
30488,0,5,9,1,0
30489,0,3,9,3,0
30490,1,1,0,0,0
30491,1,2,1,2,0
30492,1,1,9,9,0
30493,1,1,1,6,0
30494,1,1,7,1,0
30495,1,3,0,6,0
30496,1,1,5,4,0
30497,1,0,9,7,0
30498,1,3,8,8,0
30499,1,2,6,0,0
30500,1,0,5,5,0
30501,0,8,6,7,0
30502,1,5,2,9,0
30503,0,3,1,4,0
30504,1,6,6,4,0
30505,1,1,3,6,0
30506,1,4,3,1,0
30507,1,7,2,8,0
30508,0,9,5,9,0
30509,1,4,8,2,0
30510,0,7,4,6,0
30511,0,7,1,3,0
30512,1,6,8,0,0
30513,1,1,5,5,0
30514,1,9,0,7,0
30515,0,3,9,7,0
30516,0,4,5,6,0
30517,1,2,7,0,0
